Зеленый;Камчатский край;;684018
Ключи;Камчатский край;;684400
Корф;Камчатский край;;688810
Коряки;Камчатский край;;684021
Красный;Камчатский край;;684014
Мильково;Камчатский край;;684300
Мирный;Камчатский край;;
Николаевка;Камчатский край;;684032
Паратунка;Камчатский край;;684034
Петропавловск-Камчатский;Камчатский край;*;683000,683001,683002,683003,683004,683006,683007,683008,683009,683010,683011,683012,683013,683015,683016,683017,683018,683020,683021,683023,683024,683030,683031,683032,683038,683040,683041,683042,683049
Пионерский;Камчатский край;;684017
Радыгина;Камчатский край;;
Раздольный;Камчатский край;;684020
Светлый;Камчатский край;;
Сосновка;Камчатский край;;684033
Термальный;Камчатский край;;684035
Тундровый;Камчатский край;;
Халатырка;Камчатский край;;
Чапаевка;Камчатский край;;
Адыге Хабль;Карачаево-Черкесская респ.;;369330
Зеленчукская;Карачаево-Черкесская респ.;;369140
Кавказский;Карачаево-Черкесская респ.;;369100
Карачаевск;Карачаево-Черкесская респ.;;369200
Нижний Архыз;Карачаево-Черкесская респ.;;369167
Теберда;Карачаево-Черкесская респ.;;369210
Усть-Джегута;Карачаево-Черкесская респ.;;369300
Учкекен;Карачаево-Черкесская респ.;;369380
Хабез;Карачаево-Черкесская респ.;;369400
Черкесск;Карачаево-Черкесская респ.;;369000
Эркен-Шахар;Карачаево-Черкесская респ.;;369340
Беломорск;Карелия респ.;;186500
Вяртсиля;Карелия респ.;;186757
Калевала;Карелия респ.;;186910
Кемь;Карелия респ.;;186615
Кондопога;Карелия респ.;;186220,186223,186225
Костомукша;Карелия респ.;;186930
Лахденпохья;Карелия респ.;;186730
Лоухи;Карелия респ.;;186660
Медвежьегорск;Карелия респ.;;186350
Муезерский;Карелия респ.;;186960
Надвоицы;Карелия респ.;;186430
Олонец;Карелия респ.;;186000
Петрозаводск;Карелия респ.;*;185000
Питкяранта;Карелия респ.;;186810
Пряжа;Карелия респ.;;186120
Пудож;Карелия респ.;;186150
Сегежа;Карелия респ.;;186420,186421,186422,186423,186424
Сортавала;Карелия респ.;;186756,186758,186759,186760,186761,186770,186792
Суоярви;Карелия респ.;;186870
Шуйская;Карелия респ.;;185505
Анжеро-Судженск;Кемеровская обл.;;652470
Белово;Кемеровская обл.;;652600
Березовский;Кемеровская обл.;;623701,623702,623703,623704,623706,652420
Бутовская шахта;Кемеровская обл.;;650902
Верх-Чебула;Кемеровская обл.;;652270
Гурьевск;Кемеровская обл.;;652780
Журавлево;Кемеровская обл.;;650523
Ижморский;Кемеровская обл.;;652120
Калтан;Кемеровская обл.;;652820
Кедровка;Кемеровская обл.;;652920
Кемерово;Кемеровская обл.;*;650000,650001,650002,650003,650004,650010,650014,650016,650021,650023,650024,650025,650026,650029,650031,650032,650033,650035,650036,650040,650042,650043,650044,650051,650052,650054,650055,650056,650060,650061,650064,650065,650066,650068,650070,650071,650
Киселевск;Кемеровская обл.;;652700
Крапивинский;Кемеровская обл.;;652440
Красная;Кемеровская обл.;;652576
Ленинск-Кузнецкий;Кемеровская обл.;;652500
Лесная Поляна;Кемеровская обл.;;
Мариинск;Кемеровская обл.;;652150
Междуреченск;Кемеровская обл.;;652870
Металлплощадка;Кемеровская обл.;;
Мыски;Кемеровская обл.;;652840
Новокузнецк;Кемеровская обл.;;654000,654002,654004,654005,654006,654007,654010,654011,654013,654014,654015,654018,654025,654027,654028,654029,654030,654031,654032,654033,654034,654035,654036,654038,654040,654041,654043,654044,654045,654054,654055,654057,654059,654063,654066,654067,654
Осинники;Кемеровская обл.;;652800
Пионер;Кемеровская обл.;;650907
Полысаево;Кемеровская обл.;;652560
Предзаводской;Кемеровская обл.;;
Прокопьевск;Кемеровская обл.;;653000
Промышленная;Кемеровская обл.;;652380
РТС;Кемеровская обл.;;650501
Северная;Кемеровская обл.;;
Спасск;Кемеровская обл.;;652980
Судженка;Кемеровская обл.;;652104
Суховский;Кемеровская обл.;;650517
Тайга;Кемеровская обл.;;652400
Таштагол;Кемеровская обл.;;652990
Топки;Кемеровская обл.;;652300
Тяжинский;Кемеровская обл.;;652240
Юрга;Кемеровская обл.;;652050
Ягуновский;Кемеровская обл.;;650905
Яшкино;Кемеровская обл.;;652010
Яя;Кемеровская обл.;;652100
Азово;Кировская обл.;;612040
Белая Холуница;Кировская обл.;;613200
Бурмакино;Кировская обл.;;613000
Вахруши;Кировская обл.;;613110
Верхошижемье;Кировская обл.;;613310
Восточный;Кировская обл.;;423226.612711
Вятские Поляны;Кировская обл.;;612960
Киров;Кировская обл.;*;610000
Кирово-Чепецк;Кировская обл.;;613040
Котельнич;Кировская обл.;;612600
Красная Поляна;Кировская обл.;;612950
Малмыж;Кировская обл.;;612920
Мурыгино;Кировская обл.;;613641
Нолинск;Кировская обл.;;613440
Омутнинск;Кировская обл.;;612740
Оричи;Кировская обл.;;612080
Орлов;Кировская обл.;;612270
Пижанка;Кировская обл.;;613380
Радужный;Кировская обл.;;613013
Свеча;Кировская обл.;;
Слободской;Кировская обл.;;613150
Советск;Кировская обл.;;613340
Сосновка;Кировская обл.;;612990
Стрижи;Кировская обл.;;612090
Тужа;Кировская обл.;;612200
Уржум;Кировская обл.;;613530
Юрья;Кировская обл.;;613600
Яранск;Кировская обл.;;612260
Айкино;Коми респ.;;169040
Визинга;Коми респ.;;168100
Водный;Коми респ.;;169336
Воргашор;Коми респ.;;169934
Воркута;Коми респ.;;169900
Вуктыл;Коми респ.;;169570
Выльгорт;Коми респ.;;168220
Емва;Коми респ.;;169200
Инта;Коми респ.;;169840
Койгородок;Коми респ.;;168170
Корткерос;Коми респ.;;168020
Микунь;Коми респ.;;169060
Нижний Одес;Коми респ.;;169523
Объячево;Коми респ.;;168130
Печора;Коми респ.;;169600
Сосногорск;Коми респ.;;169500
Сыктывкар;Коми респ.;;167000
Троицко-Печерск;Коми респ.;;169420
Усинск;Коми респ.;;169710
Усть-Кулом;Коми респ.;;168060
Усть-Цильма;Коми респ.;;169480
Ухта;Коми респ.;;169300
Ярега;Коми респ.;;169347
Буй;Костромская обл.;;157000
Ветлужский;Костромская обл.;;157510
Волгореченск;Костромская обл.;;156901
Галич;Костромская обл.;;157200
Караваево;Костромская обл.;;156530
Кострома;Костромская обл.;;156000
Красное-на-Волге;Костромская обл.;;157940
Макарьев;Костромская обл.;;157460
Мантурово;Костромская обл.;;157300
Нерехта;Костромская обл.;;157800
Никольское;Костромская обл.;;156519
Островское;Костромская обл.;;157900
Солигалич;Костромская обл.;;157170
Судиславль;Костромская обл.;;157860
Сусанино;Костромская обл.;;157080
Чистые Боры;Костромская обл.;;157049
Чухлома;Костромская обл.;;157130
Шарья;Костромская обл.;;157500
Абинск;Краснодарский край;;353320
Абрау-Дюрсо;Краснодарский край;;353995
Агой;Краснодарский край;;352830
Адлер;Краснодарский край;;354340
Анапа;Краснодарский край;;353440
Анапская;Краснодарский край;;353430
Апшеронск;Краснодарский край;;352690
Армавир;Краснодарский край;;352900
Архипо-Осиповка;Краснодарский край;;353485
Афипский;Краснодарский край;;353235
Аше;Краснодарский край;;354205
Белая Глина;Краснодарский край;;353040
Белореченск;Краснодарский край;;352630
Березанская;Краснодарский край;;353132
Благовещенская;Краснодарский край;;353427
Большой Утриш;Краснодарский край;;
Брюховецкая;Краснодарский край;;352750
Вардане;Краснодарский край;;354209
Васюринская;Краснодарский край;;353225
Верхнебаканский;Краснодарский край;;353970
Веселое;Краснодарский край;;354385
Виноградный;Краснодарский край;;353422
Витязево;Краснодарский край;;353417
Владимировка;Краснодарский край;;353998
Возрождение;Краснодарский край;;353497
Волковка;Краснодарский край;;354234
Выселки;Краснодарский край;;353100
Гайдук;Краснодарский край;;353990
Геленджик;Краснодарский край;;353460
Гирей;Краснодарский край;;352160
Головинка;Краснодарский край;;
Голубицкая;Краснодарский край;;353521
Горный;Краснодарский край;;353996
Горячий Ключ;Краснодарский край;;353290
Губская;Краснодарский край;;352552
Гулькевичи;Краснодарский край;;352190
Дагомыс;Краснодарский край;;354207
Двубратский;Краснодарский край;;352310
Дедеркой;Краснодарский край;;352814
Дербентский;Краснодарский край;;352721
Джубга;Краснодарский край;;352844
Дивноморское;Краснодарский край;;353490
Динская;Краснодарский край;;353200
Дружелюбный;Краснодарский край;;350056
Ейск;Краснодарский край;;353680
Елизаветинская;Краснодарский край;;350915
Заветный;Краснодарский край;;352942
Зеленопольский;Краснодарский край;;
Знаменский;Краснодарский край;;350055
Ильский;Краснодарский край;;353230
Индустриальный;Краснодарский край;;
Кабардинка;Краснодарский край;;353480
Кавказская;Краснодарский край;;352140
Казанская;Краснодарский край;;352147
Калининская;Краснодарский край;;353780
Каневская;Краснодарский край;;353730
Колосистый;Краснодарский край;;350053
Коноково;Краснодарский край;;353464
Кореновск;Краснодарский край;;353180
Красная Поляна;Краснодарский край;;354392
Краснодар;Краснодарский край;*;350000,350001,350002,350003,350004,350005,350007,350010,350011,350012,350014,350015,350016,350018,350020,350031,350033,350035,350038,350039,350040,350042,350044,350047,350049,350051,350058,350059,350060,350061,350062,350063,350064,350065,350066,350067,350
Красносельский;Краснодарский край;;352188
Кропоткин;Краснодарский край;;352380
Крыловская;Краснодарский край;;352080
Крымск;Краснодарский край;;353380
Кудепста;Краснодарский край;;354066
Курганинск;Краснодарский край;;352430
Кущевская;Краснодарский край;;352030
Лабинск;Краснодарский край;;352500
Лазаревское;Краснодарский край;;354200
Ленинградская;Краснодарский край;;353740
Лермонтово;Краснодарский край;;352847
Лоо;Краснодарский край;;354208
Лорис;Краснодарский край;;
Марьянская;Краснодарский край;;353823
Медведовская;Краснодарский край;;352720
Мостовской;Краснодарский край;;352570
Мысхако;Краснодарский край;;353993
Натухаевская;Краснодарский край;;363982
Небуг;Краснодарский край;;352831
Нижнебаканский;Краснодарский край;;353365
Новодеревянковская;Краснодарский край;;353710
Новокубанск;Краснодарский край;;352240
Новоминская;Краснодарский край;;353700
Новомихайловский;Краснодарский край;;352855
Новопокровская;Краснодарский край;;353020
Новороссийск;Краснодарский край;;353900
Новотитаровская;Краснодарский край;;353210
Октябрьский;Краснодарский край;;352818
Ольгинка;Краснодарский край;;352840
Отрадная;Краснодарский край;;352290
Павловская;Краснодарский край;;352040
Пашковский;Краснодарский край;;350910
Полтавская;Краснодарский край;;353800
Приморско-Ахтарск;Краснодарский край;;353860
Прочноокопская;Краснодарский край;;352235
Псебай;Краснодарский край;;352585
Раевская;Краснодарский край;;353983
Рассвет;Краснодарский край;;353679
Северская;Краснодарский край;;353240
Сенной;Краснодарский край;;353540
Славянск-на-Кубани;Краснодарский край;;353560
Советквадже;Краснодарский край;;354202
Солоники;Краснодарский край;;354233
Сочи;Краснодарский край;;354000
Стародеревянковская;Краснодарский край;;353720
Староминская;Краснодарский край;;353600
Старомышастовская;Краснодарский край;;353220
Старотитаровская;Краснодарский край;;353530
Старощербиновская;Краснодарский край;;353620
Тамань;Краснодарский край;;353556
Тбилисская;Краснодарский край;;352360
Темрюк;Краснодарский край;;353500
Тимашевск;Краснодарский край;;352700
Тихорецк;Краснодарский край;;352120
Туапсе;Краснодарский край;;352800
Тюменский;Краснодарский край;;352848
Успенское;Краснодарский край;;352450
Усть-Лабинск;Краснодарский край;;352330
Хадыженск;Краснодарский край;;352680
Хоста;Краснодарский край;;354005
Чемитоквадже;Краснодарский край;;354212
Черноморский;Краснодарский край;;353266
Эсто- Садок;Краснодарский край;;
Якорная щель;Краснодарский край;;354213
Абан;Красноярский край;;663740
Агинское;Красноярский край;;663580
Алыкель;Красноярский край;;663335
Ачинск;Красноярский край;;662150
Байкит;Красноярский край;;648360
Балахта;Красноярский край;;662340
Березовка;Красноярский край;;662520
Боготол;Красноярский край;;662060
Богучаны;Красноярский край;;663430
Большая Мурта;Красноярский край;;663060
Большой Улуй;Красноярский край;;662110
Бородино;Красноярский край;;663980
Ванавара;Красноярский край;;648490
Дзержинское;Красноярский край;;663700
Дивногорск;Красноярский край;;663090
Диксон;Красноярский край;;647340
Дудинка;Красноярский край;;647000
Емельяново;Красноярский край;;663020
Енисейск;Красноярский край;;663180
Ермаковское;Красноярский край;;662820
Железногорск;Красноярский край;;662970
Заозерный;Красноярский край;;663960
Зеленогорск;Красноярский край;;663690
Игарка;Красноярский край;;663200
Идринское;Красноярский край;;662680
Иланский;Красноярский край;;663800
Ирбейское;Красноярский край;;663650
Казачинское;Красноярский край;;663100
Кайеркан;Красноярский край;;663340
Канск;Красноярский край;;663600
Каратузское;Красноярский край;;662850
Кедровый;Красноярский край;;663010
Кодинск;Красноярский край;;663490
Козулька;Красноярский край;;662050
Краснокаменск;Красноярский край;;662955
Краснотуранск;Красноярский край;;662660
Красноярск;Красноярский край;*;660000,660001,660003,660004,660005,660006,660009,660010,660011,660012,660013,660014,660015,660016,660017,660018,660019,660020,660021,660022,660023,660025,660027,660028,660030,660031,660032,660036,660037,660041,660042,660043,660046,660047,660048,660049,660
Курагино;Красноярский край;;662910
Лесосибирск;Красноярский край;;662540
Манский;Красноярский край;;662737
Минусинск;Красноярский край;;662600
Мотыгино;Красноярский край;;663400
Назарово;Красноярский край;;662200
Нижний Ингаш;Красноярский край;;663850
Нижняя Пойма;Красноярский край;;663840
Новобирилюссы;Красноярский край;;662120
Новоселово;Красноярский край;;662430
Норильск;Красноярский край;;663300
Партизанское;Красноярский край;;663540
Пировское;Красноярский край;;663120
Пролетарский;Красноярский край;;
Северо-Енисейский;Красноярский край;;663280
Солонцы;Красноярский край;;
Сосновоборск;Красноярский край;;662500
Сухобузимское;Красноярский край;;663040
Талнах;Красноярский край;;663330
Тасеево;Красноярский край;;663770
Тура;Красноярский край;;648000
Туруханск;Красноярский край;;663230
Тюхтет;Красноярский край;;662010
Ужур;Красноярский край;;662250
Уяр;Красноярский край;;663920
Филимоново;Красноярский край;;663620
Хатанга;Красноярский край;;647460
Шалинское;Красноярский край;;663510
Шарыпово;Красноярский край;;662310
Шушенское;Красноярский край;;662710
Альменево;Курганская обл.;;641130
Белый яр;Курганская обл.;;641306
Глядянское;Курганская обл.;;641400
Далматово;Курганская обл.;;641730
Звериноголовское;Курганская обл.;;641480
Катайск;Курганская обл.;;641700
Курган;Курганская обл.;*;640000
Петухово;Курганская обл.;;641640
Шадринск;Курганская обл.;;641870
Шатрово;Курганская обл.;;641960
Шумиха;Курганская обл.;;641100
Юргамыш;Курганская обл.;;641200
Ворошнево;Курская обл.;;305527
Железногорск;Курская обл.;;307170
Золотухино;Курская обл.;;306020
Коренево ;Курская обл.;;307410
Курск;Курская обл.;*;305000
Курчатов;Курская обл.;;307250
Льгов;Курская обл.;;307750
Медвенка;Курская обл.;;307030
Обоянь;Курская обл.;;306230
Прямицыно;Курская обл.;;307200
Рыльск;Курская обл.;;307370,307373,307374
Суджа;Курская обл.;;307800
Фатеж;Курская обл.;;307100
Щигры;Курская обл.;;306530
Авиагородок;Ленинградская обл.;;
Аннино;Ленинградская обл.;;188505
Бокситогорск;Ленинградская обл.;;187650
Большая Ижора;Ленинградская обл.;;188531
Бугры;Ленинградская обл.;;188660
Васкелово;Ленинградская обл.;;188696
Виллози;Ленинградская обл.;;188508
Войсковицы;Ленинградская обл.;;188360
Волосово;Ленинградская обл.;;188410
Волхов;Ленинградская обл.;;187400
Всеволожск;Ленинградская обл.;;188640,188641,188642,188643,188644,188645,188699
Выборг;Ленинградская обл.;;188800
Высоцк;Ленинградская обл.;;188909
Гатчина;Ленинградская обл.;;188300
Горбунки;Ленинградская обл.;;188502
Гурлево;Ленинградская обл.;;188455
Дубровка;Ленинградская обл.;;
Ивангород;Ленинградская обл.;;188490
Иссад;Ленинградская обл.;;187430
Каменка;Ленинградская обл.;;188827
Каменногорск;Ленинградская обл.;;188950
Кингисепп;Ленинградская обл.;;188480
Кирилловское;Ленинградская обл.;;188860
Кириши;Ленинградская обл.;;187110
Кировск;Ленинградская обл.;;187340
Ковалево;Ленинградская обл.;;
Коммунар;Ленинградская обл.;;188320
Копорье;Ленинградская обл.;;188525
Красный Бор;Ленинградская обл.;;187015
Кузьмолово;Ленинградская обл.;;188663
Лаголово;Ленинградская обл.;;188517
Лесное;Ленинградская обл.;;196632
Лодейное Поле;Ленинградская обл.;;187700
Луга;Ленинградская обл.;;188230
Любань;Ленинградская обл.;;187050
Лялицы;Ленинградская обл.;;188460
Малая Ижора;Ленинградская обл.;;188530
Малое Верево;Ленинградская обл.;;188354
Малые Колпаны;Ленинградская обл.;;
Мга;Ленинградская обл.;;187300
Мурино;Ленинградская обл.;;188662
Никольское;Ленинградская обл.;;187026
Новая Ладога;Ленинградская обл.;;187450
Новое Девяткино;Ленинградская обл.;;188661
Новосаратовка;Ленинградская обл.;;188681
Новоселье ;Ленинградская обл.;;188507
Новый Свет;Ленинградская обл.;;188361
Ольгино;Ленинградская обл.;;188501
Ополье;Ленинградская обл.;;
Оредеж Лужский ;Ленинградская обл.;;188220
Отрадное;Ленинградская обл.;;187330
Павлово ;Ленинградская обл.;;187323
Парнас;Ленинградская обл.;;188930
Первомайское;Ленинградская обл.;;188855
Песочное;Ленинградская обл.;;188852
Пикалево;Ленинградская обл.;;187600
Поги;Ленинградская обл.;;187028
Подпорожье;Ленинградская обл.;;187780
Поселок им.Свердлова;Ленинградская обл.;;188683
Пригородный;Ленинградская обл.;;188304
Приладожский;Ленинградская обл.;;187326
Приморск;Ленинградская обл.;;188910
Приозерск;Ленинградская обл.;;188760
Рощино;Ленинградская обл.;;188820
Русско-Высоцкое;Ленинградская обл.;;188516
Светогорск;Ленинградская обл.;;188990
Семеново;Ленинградская обл.;;187621
Сертолово;Ленинградская обл.;;188650.188655
Сиверский;Ленинградская обл.;;188330
Синявино;Ленинградская обл.;;187322
Сланцы;Ленинградская обл.;;188560
Советский;Ленинградская обл.;;188918
Сосново ;Ленинградская обл.;;188730
Сосновый Бор;Ленинградская обл.;;188540
Сясьстрой;Ленинградская обл.;;187420
Тайцы;Ленинградская обл.;;188340
Тельмана;Ленинградская обл.;;187032
Тихвин;Ленинградская обл.;;187550
Токсово;Ленинградская обл.;;188664
Тосно;Ленинградская обл.;;187000
Ульяновка;Ленинградская обл.;;187010
Усть-Луга;Ленинградская обл.;;188463
Форносово;Ленинградская обл.;;187022
Шлиссельбург;Ленинградская обл.;;187320
Шум;Ленинградская обл.;;187350
Юкки;Ленинградская обл.;;188652
Янино;Ленинградская обл.;;188689
Боринское;Липецкая обл.;;398510
Грязи;Липецкая обл.;;399050
Данков;Липецкая обл.;;399850
Добринка;Липецкая обл.;;399430
Доброе;Липецкая обл.;;399140
Долгоруково;Липецкая обл.;;399510
Елец;Липецкая обл.;;399770
Жерновное;Липецкая обл.;;399520
Задонск;Липецкая обл.;;399200
Измалково;Липецкая обл.;;399000
Казинка;Липецкая обл.;;399071
Косыревка;Липецкая обл.;;398516
Красное;Липецкая обл.;;399670
Кузьминские Отвержки;Липецкая обл.;;398501
Лебедянь;Липецкая обл.;;399610
Лев Толстой;Липецкая обл.;;399870
Ленино;Липецкая обл.;;398531
Липецк;Липецкая обл.;;398000
Подгорное;Липецкая обл.;;398532
Сенцово;Липецкая обл.;;398540
Становое;Липецкая обл.;;399710
Тербуны;Липецкая обл.;;399540
Усмань;Липецкая обл.;;399370
Хлевное;Липецкая обл.;;399260
Чаплыгин;Липецкая обл.;;399900
Частая Дубрава;Липецкая обл.;;398513
Магадан;Магаданская обл.;*;685000
Ола;Магаданская обл.;;686010
Омсукчан;Магаданская обл.;;686410
Палатка;Магаданская обл.;;686111
Пионерный;Магаданская обл.;;686000
Снежная Долина;Магаданская обл.;;
Снежный;Магаданская обл.;;
Сокол;Магаданская обл.;;685918
Стекольный;Магаданская обл.;;686134
Сусуман;Магаданская обл.;;686310
Уптар;Магаданская обл.;;685902
Хасын;Магаданская обл.;;686135
Волжск;Марий Эл респ.;;
Звенигово;Марий Эл респ.;;425060
Йошкар-Ола;Марий Эл респ.;;424000
Козьмодемьянск;Марий Эл респ.;;425350
Куженер;Марий Эл респ.;;425550
Медведево;Марий Эл респ.;;425200
Морки;Марий Эл респ.;;425120
Новый Торъял;Марий Эл респ.;;425430
Оршанка;Марий Эл респ.;;425250
Параньга;Марий Эл респ.;;425570
Семеновка;Марий Эл респ.;;424918
Сернур;Марий Эл респ.;;425450
Советский;Марий Эл респ.;;425400
Ардатов;Мордовия респ.;;431860
Атяшево;Мордовия респ.;;431800
Большая Елховка;Мордовия респ.;;431503
Инсар;Мордовия респ.;;431430
Кадошкино;Мордовия респ.;;431155
Ковылкино;Мордовия респ.;;431350
Краснослободск;Мордовия респ.;;431260
Луховка;Мордовия респ.;;430905
Лямбирь;Мордовия респ.;;431510
Николаевка;Мордовия респ.;;430903
Рузаевка;Мордовия респ.;;431440
Саранск;Мордовия респ.;;430000
Старое Шайгово;Мордовия респ.;;431540
Чамзинка;Мордовия респ.;;431700
Ялга;Мордовия респ.;;430904
Акулово;Москва;;
Внуково;Москва;;111674
Восточный;Москва;;
Зеленоград;Москва;;
Малино;Москва;;
Москва;Москва;*;100000,100001,100002,100003,100004,100005,100006,100007,100008,100009,100010,100011,100012,100013,100014,100015,100016,100017,100018,100019,100020,100021,100022,100023,100024,100025,100026,100027,100028,100029,100030,100031,100032,100033,100034,100035,100
Мякинино;Москва;;
Некрасовка;Москва;;140008
Новобратцевский;Москва;;
Осташково;Москва;;141036
Рублево;Москва;;
Северный;Москва;;141912
Толстопальцево ;Москва;;
Толстопальцево ;Москва;;
Черкизово;Москва;;
Авиагородок;Московская обл.;;142062
Авсюнино;Московская обл.;;142645
Агрогород;Московская обл.;;143511
Ангелово;Московская обл.;;143442
Андреевка;Московская обл.;;141551
Апаринки;Московская обл.;;
Апрелевка;Московская обл.;;143360,143361,143362,143363
Архангельское;Московская обл.;;143420
Атепцево;Московская обл.;;143322
Ашукино;Московская обл.;;141250
Баковка;Московская обл.;;143005
Балашиха;Московская обл.;;143900,143901,143902,143903,143904,143905,143906,143907,143908,143909,143910,143911,143912,143913,143914,143915,143916,143917,143918,143919,143920,143922,143923,143924,143925,143926,143927,143928,143929,143931,143932,143933,143934,143935,143936,143937,143
Барыбино;Московская обл.;;
Бекасово;Московская обл.;;143380
Белая Дача;Московская обл.;;140055
Белоозерский;Московская обл.;;140250
Белоомут;Московская обл.;;140520
Белые Столбы;Московская обл.;;142050,142051,142052
Беседы;Московская обл.;;142715
Богородское;Московская обл.;;141342
Большие Вяземы;Московская обл.;;143050
Большие Дворы;Московская обл.;;142541
Большое Буньково;Московская обл.;;142438
Бородино;Московская обл.;;143240
Бронницы;Московская обл.;;140170.140171
Булатниково;Московская обл.;;142718
Бутово;Московская обл.;;
Быково;Московская обл.;;140150.142143
Ватутинки;Московская обл.;;142793
Вельяминово;Московская обл.;;142063
Вербилки;Московская обл.;;141930
Верея;Московская обл.;;143330
Вешки;Московская обл.;;141031
Видное;Московская обл.;;142700,142701,142702
Вишняковские Дачи;Московская обл.;;142461
Воздвиженское;Московская обл.;;141651
Волоколамск;Московская обл.;;143600
Вороново;Московская обл.;;142160
Воскресенск;Московская обл.;;140200
Воскресенское;Московская обл.;;
Востряково;Московская обл.;;142020
Восход;Московская обл.;;143562
Высоковск;Московская обл.;;141650
Газопровод;Московская обл.;;142770
Гжель;Московская обл.;;140145.140165
Говорово;Московская обл.;;
Голицыно;Московская обл.;;143040,143041,143042,143043,143044
Гольево;Московская обл.;;143405
Горки Ленинские;Московская обл.;;142712
Губцево;Московская обл.;;143396
Давыдово;Московская обл.;;142641
Дашковка;Московская обл.;;142253
Деденево;Московская обл.;;141850
Дедовск;Московская обл.;;143530,143531,143532
Дзержинский;Московская обл.;;140090,140091,140092,140093
Дмитров;Московская обл.;;141800,141801,141802,141803
Добрыниха;Московская обл.;;142044
Долгое Ледово;Московская обл.;;141143
Долгопрудный;Московская обл.;;141701,141702,141703,141704,141705,141706,141707,141708,141709,141710,141711,141712,141713,141714,141715,141716,141717,141718,141719,141721,141722,141723,141724,141725,141726,141727
Домодедово;Московская обл.;;142000,142001,142002,142003,142004,142005,142006,142007,142008
Дорохово;Московская обл.;;143160
Дрезна;Московская обл.;;142660
Дроздово;Московская обл.;;
Дубна;Московская обл.;;141980
Дубровки;Московская обл.;;141970
Егорьевск;Московская обл.;;140300
Елино;Московская обл.;;141663
Елино;Московская обл.;;
Елино;Московская обл.;;
Еремино;Московская обл.;;141051
Жаворонки;Московская обл.;;143020
Железнодорожный;Московская обл.;;143955,143956,143957,143958,143959,143961,143962,143963,143964,143965,143966,143967,143968,143969,143970,143971,143972,143973,143974,143975,143976,143977,143978,143979,143980,143981,143982,143983,143984,143986,143987,143988,143989
Жилево;Московская обл.;;142820
Житнево;Московская обл.;;142033
Жуковка;Московская обл.;;143082
Жуковский;Московская обл.;;140180,140181,140182,140183,140184,140185,140186,140187,140188
Жулебино;Московская обл.;;
Заборье;Московская обл.;;142072
Заветы Ильича;Московская обл.;;141204
Загорянский;Московская обл.;;141180.141181
Запрудня;Московская обл.;;141960
Зарайск;Московская обл.;;140600
Заречье;Московская обл.;;143085
Захарово;Московская обл.;;143582
Захарово;Московская обл.;;143022
Захарово;Московская обл.;;140124
Звездный Городок;Московская обл.;;141160
Звенигород;Московская обл.;;143180,143181,143182,143183,143184,143185
Зеленоградский;Московская обл.;;141253
Знамя Октября;Московская обл.;;142134
Ивантеевка;Московская обл.;;141280,141281,141282,141283,141284
Измайлово;Московская обл.;;
Икша;Московская обл.;;141860
Ильинский;Московская обл.;;140120.140121
Им. Воровского ;Московская обл.;;142460
Им. Цюрупы ;Московская обл.;;140221
Исаково;Московская обл.;;
Истра;Московская обл.;;143500.143501
Калининец;Московская обл.;;143370.143371
Калиновка;Московская обл.;;142703
Каринское;Московская обл.;;143057
Картмазово;Московская обл.;;
Кашира;Московская обл.;;142900
Киевский;Московская обл.;;143381
Климовск;Московская обл.;;142180,142181,142182,142183,142184
Клин;Московская обл.;;141600
Клязьма;Московская обл.;;141230
Кожухово;Московская обл.;;111675
Кокошкино;Московская обл.;;143390
Коломна;Московская обл.;;140400
Колюбакино;Московская обл.;;143144
Коммунарка;Московская обл.;;
Королев;Московская обл.;;141070,141071,141072,141073,141074,141075,141076,141077,141078,141079,141080
Косино;Московская обл.;;142060
Котельники;Московская обл.;;140053.140054
Красково;Московская обл.;;140050.140051
Красная Горка ;Московская обл.;;143502
Красная Пахра;Московская обл.;;142150
Красноармейск;Московская обл.;;141290,141291,141292
Красногорск;Московская обл.;;143401,143402,143403,143404,143406,143407,143408,143409
Краснозаводск;Московская обл.;;141321
Краснознаменск;Московская обл.;;143090.143091
Кратово;Московская обл.;;140130,140131,140132,140133
Крекшино;Московская обл.;;143391
Крюково;Московская обл.;;142324
Кубинка;Московская обл.;;143070,143071,143072
Кузяево;Московская обл.;;143818
Кузяево;Московская обл.;;140155
Куркино;Московская обл.;;143723
Куровское;Московская обл.;;142620
Кучино;Московская обл.;;142032
Ленино;Московская обл.;;143590
Лесной Городок;Московская обл.;;143080
Лесной;Московская обл.;;140451
Лесной;Московская обл.;;141231
Лесные Поляны;Московская обл.;;141212
Лешково;Московская обл.;;143581
Лешково;Московская обл.;;141362
Ликино-Дулево;Московская обл.;;142670
Лобня;Московская обл.;;141730,141731,141732,141733,141734
Лосино-Петровский;Московская обл.;;141150.141151
Лотошино;Московская обл.;;143800
Лукино;Московская обл.;;143541
Лукино;Московская обл.;;143126
Луховицы;Московская обл.;;140500
Лыткарино;Московская обл.;;140080,140081,140082,140083
Львовский;Московская обл.;;142155
Люберцы;Московская обл.;;140001,140002,140003,140004,140005,140006,140007,140009,140010,140011,140012,140013,140014
Любучаны;Московская обл.;;142380
Люторецкое;Московская обл.;;
Малаховка;Московская обл.;;140030,140031,140032,140033
Малое Видное;Московская обл.;;
Малые Вяземы;Московская обл.;;
Мамыри;Московская обл.;;142704
Марфино;Московская обл.;;141620
